Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
0f889325a01e237c9ec661b5dc4d7fc154f841ae460b1b279e8d0d6f01cdf59e,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.085529,51.481331,On or near WELLS WAY,E01004012,Southwark 019C,Investigation complete; no suspect identified
0f889325a01e237c9ec661b5dc4d7fc154f841ae460b1b279e8d0d6f01cdf59e,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.085529,51.481331,On or near WELLS WAY,E01004012,Southwark 019C,Investigation complete; no suspect identified
ab9c125a392d3588eb715481cf471ef47322f52cabdc4a41960faf9aad516aec,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.085529,51.481331,On or near WELLS WAY,E01004012,Southwark 019C,Investigation complete; no suspect identified
59e49d2b1b073c61c2927e60b0113cef2955e10f321acc11d704fde3b25024bf,2016-06,Metropolitan Police Service,Metropolitan Police Service,0.17905,51.452494,On or near WATERSIDE,E01000378,Bexley 019E,Investigation complete; no suspect identified
305a2e633f3bb22996b75b24b84e438ba4a2b77dafd9be9724920ea73baf159a,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.359792,51.547669,On or near ORIEL WAY,E01001270,Ealing 004A,Suspect charged
0a370c3f0360daece2c876ec5d8814a26a525e3890abd66d72375a69f42e1f65,2016-06,Metropolitan Police Service,Metropolitan Police Service,0.035648,51.522311,On or near GLEN ROAD,E01003601,Newham 028A,Investigation complete; no suspect identified
fd20d2f471fa252428fc2e2152791bf2615c4c02e4ab6fe3593badef6e063bfe,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.311537,51.562784,On or near EAST LANE,E01000564,Brent 013A,Investigation complete; no suspect identified
f42ba3e3a43dc71d9f724057c904a418aad95ad6dcfad773fad4aaa76764b654,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.187663,51.513034,On or near QUEENSWAY,E01004699,Westminster 017F,Suspect charged
62b70c2567bd2f4d298f04fe0bc54357b0673f93d484c625cb7bbf095bc4e106,2016-06,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
8aafc5eee08a3a42d5024772d81f13d9e9ef298be88ef7970e024b52dc26e94e,2016-06,Metropolitan Police Service,Metropolitan Police Service,-0.202734,51.48127,On or near HARTISMERE ROAD,E01001881,Hammersmith and Fulham 017B,Investigation complete; no suspect identified
