Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
2bd28aa8dc5ac4fd26f3bbade9ca82ebcd9281c0e3bd03c7a0af37206619ab1e,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.303676,51.461471,On or near Parking Area,E01003876,Richmond upon Thames 008B,Investigation complete; no suspect identified
e659db0a5c0f7b656aad8911d2094e32a62c3788b92a7802bfbae0437fe68d05,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.232177,51.485225,On or near MERTHYR TERRACE,E01003802,Richmond upon Thames 001F,Investigation complete; no suspect identified
76fa7faddf544224d3e59ecc3e50883ed35b1b9bf125e8edf8c42477e20002fe,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.344528,51.428495,On or near GLOUCESTER ROAD,E01003810,Richmond upon Thames 019A,Investigation complete; no suspect identified
7b0d83a0561975357a04771234b4bcbd727b320bd00e85cc65c6d21c609fe896,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.174262,51.469365,On or near FAWCETT CLOSE,E01004541,Wandsworth 007D,Investigation complete; no suspect identified
1fdd29707a099bb2e12d764c5e3fccb5f65113e8b9ff42d810e9e49c5c11a2fa,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.221982,51.466285,On or near DRYAD STREET,E01004606,Wandsworth 006C,Investigation complete; no suspect identified
eda263670fec3e1a1e1f88d8c9b45a870022508d3007644420e5729e513cdc40,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.163745,51.454093,On or near HONEYWELL ROAD,E01004558,Wandsworth 015C,Investigation complete; no suspect identified
74e2626ce9c5464862380d2a00c2531e260aa5d8664adf0c62cc694756971c19,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.1996,51.460647,On or near PROSPECT COTTAGES,E01033093,Wandsworth 010F,Investigation complete; no suspect identified
863d2f336758db8768b5596d8087f727daf56507329490b9f93f77d85a7b6e42,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.142672,51.429301,On or near PRINGLE GARDENS,E01004523,Wandsworth 036E,Investigation complete; no suspect identified
050d516ebbfe46fe671fbdc2daf27f9454c9ecb0f7a207910a241f6dd830822b,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.205249,51.456831,On or near UPPER RICHMOND ROAD,E01004507,Wandsworth 014E,Investigation complete; no suspect identified
bee23741a0e4af47f0fc9d2df229ffe362f97b93e81adf99af62dee02384bafe,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.216603,51.460952,On or near Nightclub,E01004609,Wandsworth 010E,Investigation complete; no suspect identified
fb32485df8a3ba3304f22fa91601b90403cfa74a1a7dc6273ef115fa9483b40c,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.204642,51.455779,On or near EVERATT CLOSE,E01004499,Wandsworth 020A,Investigation complete; no suspect identified
444a404ce4b777a3d65fdf4438f5777d22a644374383fab1a84e3f6d1dcbcfdc,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.162711,51.473033,On or near ALBERT BRIDGE ROAD,E01004540,Wandsworth 003B,Investigation complete; no suspect identified
b0b68ab71c8cafe0942efcff01aa2ec1e8c5e8dcfb11a59671193e3edaebb333,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.206735,51.525754,On or near TOLLBRIDGE CLOSE,E01002857,Kensington and Chelsea 001E,Investigation complete; no suspect identified
d662af230d51c2c2773df796f62e6b81c52ce6aa97aa26cb9eb1f12f7b228d7d,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.176335,51.52748,On or near HAMILTON CLOSE,E01004729,Westminster 003E,Investigation complete; no suspect identified
c6d8157802d2938f073662b1d5b06e94520182c5d57bf2687bc128332616ca17,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.159246,51.520819,On or near GLOUCESTER PLACE,E01004660,Westminster 008B,Investigation complete; no suspect identified
74f56394d1f542ef433c83ac99d4eb68bcc7b3a16363738f76253426e2fdd3f0,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.189949,51.529183,On or near GRANTULLY ROAD,E01004707,Westminster 006C,Investigation complete; no suspect identified
f0ad2d4d35190db13bbd26093ab0fc4a569db602032756359f00a989b5a9240c,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.184655,51.517645,On or near ORSETT TERRACE,E01004656,Westminster 014D,Investigation complete; no suspect identified
30840808341999987ca177d44eb2446fb71cf4dfe07e12117ae27abade1f911c,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.132249,51.497183,On or near PERKIN'S RENTS,E01004732,Westminster 020B,Investigation complete; no suspect identified
117fad02eae259fcd44aefab295957970d87ad76302271e53d4e038e2f195371,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.126999,51.510678,On or near ST MARTIN'S LANE,E01004734,Westminster 018A,Investigation complete; no suspect identified
41e618ef8c8cce70290fc9ac2d32302d79d87a5cf2539d6205cb115c3251a431,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.193105,51.526291,On or near SHIRLAND ROAD,E01004708,Westminster 006D,Investigation complete; no suspect identified
d9cac220ab652dd734b766fd7fc8aef898ed5924542c3751e2e501a7c0ae900f,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.242259,51.54214,On or near Parking Area,E01002389,Havering 024D,Investigation complete; no suspect identified
40e4897b934b0eb8914828d01294c4a6a61b82b3a31f1adc20d00aa67a129ba6,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.176977,51.565843,On or near Petrol Station,E01002248,Havering 017C,Investigation complete; no suspect identified
b0c0f6e83e12b45b6dd565ce19a5e92a68c8d94d7cef926e1d7d700d6cbc84f3,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.210545,51.60134,On or near STRAIGHT ROAD,E01002315,Havering 006D,Investigation complete; no suspect identified
5a5ec0f927a33a71725c5c34daea58ae645eba7cb6b6b4de76afe181e9adc9b5,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.021138,51.5091,On or near SEAGULL LANE,E01033575,Newham 034G,Investigation complete; no suspect identified
adfa0ca13fd81bbc8fa0fe83c150db67e2852f505efbba96680c4d66d311702c,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.049825,51.543646,On or near HIGH STREET NORTH,E01003589,Newham 011E,Investigation complete; no suspect identified
7f8e2584aa984b330e8fd87ea32c6aa69f459d499d942c00fe277a1a7d12deb1,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.050959,51.622493,On or near BARROWFIELD CLOSE,E01001486,Enfield 025C,Investigation complete; no suspect identified
772753c04b36407871550728d8b791907537d4a5a1dd5ced776d4cffd8efc230,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.046619,51.662302,On or near OLD ROAD,E01001517,Enfield 006C,Investigation complete; no suspect identified
f3baa457a1e33e39ae461338bc4d397185b301371fa1194978fe18ce46fa6c5b,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.073181,51.657202,On or near CONNAUGHT CLOSE,E01001543,Enfield 009C,Investigation complete; no suspect identified
20d5cba83bef9cfa19bec439fec385fe5fa08ab988420ad4b4e06707ad914bd1,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.085068,51.659545,On or near MANOR ROAD,E01001541,Enfield 008D,Investigation complete; no suspect identified
cfc2045ceb21acdfe1283baf3e6ba55a1a74b252ccfd49387eb9d9dc7f869bfc,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.065898,51.662882,On or near SINCLARE CLOSE,E01001538,Enfield 009A,Investigation complete; no suspect identified
c6b5a0bfb5fca4ea8bc3749b36293b47bcc2457c1cea3de23d9d82b04df78778,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.007355,51.575162,On or near COLWORTH ROAD,E01004362,Waltham Forest 021A,Investigation complete; no suspect identified
b351980cdd13466739dde29c0e27ce598f7c9c19eec8f16a7b57b771377b1ec7,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.007355,51.575162,On or near COLWORTH ROAD,E01004362,Waltham Forest 021A,Investigation complete; no suspect identified
57562fcb2838ba1ffa558125a2f891499549509377e3dc7ee4dcd7c0c2cbf760,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.0289,51.617134,On or near RUSSELL ROAD,E01004450,Waltham Forest 006A,Investigation complete; no suspect identified
205ecc49274dd52d6ce2a06e333a93bdbf7fde6fff402df1bf3b8681fe62ee30,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.010631,51.572867,On or near POPPLETON ROAD,E01004436,Waltham Forest 021B,Investigation complete; no suspect identified
f8a3f1d6035e60f227ad0e9fa916e92a97727263235283cb0ac1a6329a00b11d,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.019942,51.610683,On or near ELM GROVE,E01004385,Waltham Forest 003B,Investigation complete; no suspect identified
054def84e8e86bec220bc7de74bc7188220c3f98f7992c82bf8adf80d73ff882,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.033687,51.580219,On or near FREDERIC STREET,E01004444,Waltham Forest 017D,Investigation complete; no suspect identified
261b86d5b9a92f391bf796fec6f9006f7846d4269e80d51724b113002012cdff,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.077835,51.385765,On or near NORTHWAY ROAD,E01000980,Croydon 017A,Investigation complete; no suspect identified
41a8be0a4fdbdef92eecfea415066714ed6caf1a270bdacd92137b63d3fadc96,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.117036,51.328129,On or near HIGHER DRIVE,E01001067,Croydon 041D,Investigation complete; no suspect identified
d4f579f7b2c32b1adbe65bcd40c3dfc98781bc8c1784dab059059214ba43e160,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.093961,51.402692,On or near HUNTER ROAD,E01001153,Croydon 006D,Investigation complete; no suspect identified
a026c1935252ec332512ac06c94e4e49b9a30a10a55eb9db6d922593f87ad447,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.058447,51.473891,On or near PRINCE IMPERIAL ROAD,E01001701,Greenwich 015C,Investigation complete; no suspect identified
100204e847b356c50588a985f4adb09881bcdb99249541ea53bdfce3a9d17944,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.058447,51.473891,On or near PRINCE IMPERIAL ROAD,E01001701,Greenwich 015C,Investigation complete; no suspect identified
beebaa66195d913b9886b423700d9187661ae8b54dd90b47392dec945004d1d2,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.060352,51.489973,On or near RECTORY PLACE,E01033737,Greenwich 004I,Investigation complete; no suspect identified
8b7c2da6d15a9d643c30174dce97af911c88f2801e4bd27ded45d16122d7819a,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.202948,51.519429,On or near ST LUKE'S ROAD,E01002830,Kensington and Chelsea 004B,Investigation complete; no suspect identified
3a0dd9cc241dd64058a1c3c7b22868bd0bbcd452a61f94110c2fabbc20018970,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.189581,51.524277,On or near Conference/Exhibition Centre,E01004756,Westminster 006E,Investigation complete; no suspect identified
7f3ea2be5d2e10ebac79f6619864ac0c13eb1b6d833a4e6d4f1bd90759264a77,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.236801,51.507982,On or near OAKLANDS GROVE,E01001960,Hammersmith and Fulham 003D,Investigation complete; no suspect identified
f218c14d923496a34d0f70c06caf2270081b9e2554da044dbd0433433a1b9819,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.234968,51.511777,On or near BLOEMFONTEIN ROAD,E01001955,Hammersmith and Fulham 002A,Investigation complete; no suspect identified
d267e19474d576c700ab5089e6e8e3ed983f59653aebd1b6b4efe3a813d9156d,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.232262,51.495675,On or near BRADMORE PARK ROAD,E01001929,Hammersmith and Fulham 009D,Investigation complete; no suspect identified
3795400bd00de7b770f84ed0263aa238931e139294d1077e59bd28526aacf9d7,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.224687,51.520092,On or near ST QUINTIN GARDENS,E01002876,Kensington and Chelsea 003A,Investigation complete; no suspect identified
c172e28e6f8354c4725ec91ba31d98599b794ae276832b45f0b6680a35642102,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.15807,51.48493,On or near EMBANKMENT GARDENS,E01002901,Kensington and Chelsea 018C,Investigation complete; no suspect identified
b4939beaf734fd8ebda9e7ab729531711e06572558446ab3435afbaa3b308b62,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.161025,51.489886,On or near WALPOLE STREET,E01002903,Kensington and Chelsea 018E,Investigation complete; no suspect identified
e2fb84f4ad68085c7a8ac52edf06fe537eb02b81e689d6f0ea756cca757cfb74,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.197935,51.502185,On or near UPPER PHILLIMORE GARDENS,E01002865,Kensington and Chelsea 011E,Investigation complete; no suspect identified
0f1c86d07789b32a7befe392d7257b73b6848d7afcbd2fe3e611f43b18f1d9d1,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.04122,51.408864,On or near BECKENHAM ROAD,E01000703,Bromley 013C,Investigation complete; no suspect identified
7dbcf3c0c6e89790f1503b4bdce72a36cd78fca90564c0aca86c2637be27d7ec,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.027538,51.44278,On or near CATFORD HILL,E01003317,Lewisham 020A,Investigation complete; no suspect identified
659a0ecde500db7cafd8ea651a37f93eabb78a54240d659c6fb5de9578f31769,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.044155,51.460378,On or near BILLINGFORD CLOSE,E01003336,Lewisham 010A,Investigation complete; no suspect identified
4328db63156db83f2d4386f5d5b17119113150dee48543f06528ca00d18531b3,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.056651,51.491872,On or near NELLDALE ROAD,E01004035,Southwark 011D,Investigation complete; no suspect identified
261b2abb3603f73c91dd8f3ab18d36b2a3f7155ceae8a7a8ed98376f9191fe3e,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.066508,51.472718,On or near MCKERRELL ROAD,E01004067,Southwark 022E,Investigation complete; no suspect identified
1646076d25cb45e82fbae58b97ad41e04e42dff70a4bb596a4ef17deee316685,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.063647,51.60577,On or near TAYLOR CLOSE,E01002036,Haringey 002A,Investigation complete; no suspect identified
4069c1e3b4ddcc46c4e8b57b56722bc7b78fccf8b038809efef8fe6d010539d8,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.038917,51.553284,On or near COLNE ROAD,E01001791,Hackney 015D,Investigation complete; no suspect identified
61c80830b971ec0ca9cda52f4e2f12f2d181dd85008b531d33a78ff4ac037145,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.064639,51.539628,On or near WINDRUSH CLOSE,E01001815,Hackney 024D,Investigation complete; no suspect identified
ead0b9e59b596a69303bc2f2ca4885234e3b9979e9a5f1b82203e74cd162d87c,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.06147,51.548371,On or near SPURSTOWE TERRACE,E01001761,Hackney 016F,Investigation complete; no suspect identified
f80e224d3ccabaa961f4ba74b58c457100e046990391dd83826732bb4c8c6197,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.039663,51.608894,On or near BOWLAND ROAD,E01003655,Redbridge 004B,Investigation complete; no suspect identified
cf48e79c7b556ba0dc6b6de8b0b1e57a9404dd8a076e2be3876a39933cd5f306,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.063099,51.526321,On or near VOSS STREET,E01004211,Tower Hamlets 013D,Suspect charged
25370922a6c4e518a8008aed97da9f592878d02f8901236b2dcef37ac54b463b,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.053924,51.507518,On or near MILK YARD,E01004297,Tower Hamlets 027C,Investigation complete; no suspect identified
124e7c4d0932ebe68802bfef3dc4d9dea4f77bce597c967fae2f722c2be3e27f,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.023588,51.524556,On or near IRETON STREET,E01004267,Tower Hamlets 012D,Investigation complete; no suspect identified
d97c68cba8329062ff390fab732e5a972375181367f9658bdd5e732a904fd8cd,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.022367,51.512143,On or near SARACEN STREET,E01004253,Tower Hamlets 024B,Investigation complete; no suspect identified
1b5d8e7b3952c7b0a69c0ac1933e7f8742e4e14292f28cc5e72e2b09f11ac83b,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.029876,51.511119,On or near BATE STREET,E01004255,Tower Hamlets 023C,Investigation complete; no suspect identified
b07ed3a2bd8d7e16b7862d6b926a333cecd6c2d665756aa5eb7bf3ec22a4a1e4,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.058841,51.526772,On or near Supermarket,E01004211,Tower Hamlets 013D,Investigation complete; no suspect identified
1556b4da58afeacea23b7af0d739d5256811ec9a3971d77905e80639730c7f4e,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.007791,51.516555,On or near NAIRN STREET,E01004249,Tower Hamlets 018D,Investigation complete; no suspect identified
27bb7045ed62b3f0ae57200894d755c1748879b3903587223be9519805bb493c,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.157954,51.370506,On or near ELM GROVE PARADE,E01004176,Sutton 010E,Investigation complete; no suspect identified
60c1af80242da7416aee7f832ec9eddcc910a641bf09c6c9c9443ba849131796,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.124895,51.438695,On or near PENFOLD LANE,E01000443,Bexley 024B,Investigation complete; no suspect identified
f9a388798f9c0e5b60605f1d1066d544ced53c66428011c9823e1bfaaa038781,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.179344,51.45533,On or near OAK CLOSE,E01000377,Bexley 019D,Investigation complete; no suspect identified
ddee05488eccc4ea5ff9733c481c910fd5fc142597eccbfcb54425f5b999c015,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.163567,51.483321,On or near ATHOL ROAD,E01000406,Bexley 005C,Investigation complete; no suspect identified
6121d5f19741047ffc465369d5108e0185ab2a0a8c41c45e724b3015d816e59a,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.106412,51.527208,On or near MYDDELTON STREET,E01002725,Islington 022E,Investigation complete; no suspect identified
a46e0ced4e70c04cc55a952742aab2059d4bc3155ec6865537f4519b9fe8dbaf,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.116312,51.560136,On or near Further/Higher Educational Building,E01002731,Islington 007B,Investigation complete; no suspect identified
059706e535b184d14d658aec9715851c03f173d2faae5f9f6ac4d2adde1984fb,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.09116,51.523382,On or near CHEQUER STREET,E01002706,Islington 023E,Investigation complete; no suspect identified
acb1d36578cb234e6ace6b5e7485cfc0ba84b39c375dafd0cb993b634aeb6dcc,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.127522,51.569605,On or near PARTINGTON CLOSE,E01002760,Islington 002E,Investigation complete; no suspect identified
503b01cde85bdafe0301c3c40cfd47b883c641bde2d76baa3ab38cb508d3f223,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.301446,51.513379,On or near OAK ROAD,E01001221,Ealing 020A,Investigation complete; no suspect identified
3df717bb3de14561f9dfc0968bc9f62769513d3a2d8c71c35a2b8c02324175fc,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.280386,51.528422,On or near CORONATION ROAD,E01000600,Brent 027E,Investigation complete; no suspect identified
0d8a4091f41971176a97e3c7ec970f801e13d73fa914752432a7ed66b77d06ac,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.472275,51.508408,On or near CHERRY ORCHARD,E01002529,Hillingdon 029C,Investigation complete; no suspect identified
b1c6b5b0bd9cf7b61ef4549d51d721e7220da0647a83d1217deca835fe026936,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.41137,51.598078,On or near LICHFIELD ROAD,E01002479,Hillingdon 004C,Investigation complete; no suspect identified
b8c578ceca7728d9b454d5a54937f9ce4ffd9a3de52cc3be19e0bbe2c8338ca7,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.340517,51.445102,On or near KNOWLE ROAD,E01003883,Richmond upon Thames 014B,Investigation complete; no suspect identified
cc845d3704d720edbed4cf312b58f74c3b406a92bda175d0781bfd27b9d8fd39,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.09385,51.533533,On or near SHEPHERDESS WALK,E01001782,Hackney 026C,Investigation complete; no suspect identified
ee54a1d679faef027923ed4cf5ead1e0c5115849c2f8b058150d95a2ae021277,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.073573,51.535342,On or near LABURNUM STREET,E01001773,Hackney 025E,Investigation complete; no suspect identified
9e8c58ce1dd2fbbb16dfe37c7431758c9b0eaa95b06a74133d8cbc1d85a5c579,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.028911,51.546506,On or near DAINTRY WAY,E01001846,Hackney 018A,Investigation complete; no suspect identified
d93dd6ca8a28aea6b1fc1159e2619b3476900b6b1692954480563ce9a6f35cfa,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.035689,51.472467,On or near ST DONATT'S ROAD,E01003209,Lewisham 005B,Investigation complete; no suspect identified
cfd1e5ad827f294ba1ffd33964f2b00dfef7960c23f792b7c38f427c4a4c38e8,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.033065,51.450777,On or near SALEHURST ROAD,E01003225,Lewisham 015A,Investigation complete; no suspect identified
0ed4796984cd804fcdc1c81b633f6dc4861cb311692eb3fa177157c9024e1e01,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.023429,51.474608,On or near DEPTFORD BRIDGE,E01032579,Lewisham 039E,Investigation complete; no suspect identified
66ac61e6ff1f92bf0bae6dfa1aa0cc10946039dabbaa7f9a7e1d655d0b557f00,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.018154,51.464411,On or near BERTRAND STREET,E01003278,Lewisham 011C,Investigation complete; no suspect identified
08394a4389ce7172aae7f8eca8738bdc92b0c978dda3f21f2d013bf3d08d77d1,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.018154,51.464411,On or near BERTRAND STREET,E01003278,Lewisham 011C,Investigation complete; no suspect identified
7474e80026c02d924079e2ee51b83ac9d788f3b01ae790d17a397d29a0f40994,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.025078,51.480103,On or near MARY ANN BUILDINGS,E01003253,Lewisham 002E,Investigation complete; no suspect identified
c526b777bb5789e0f4220eee529d2090470a763eb4e0ffafbc1b0efc728af9f1,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.009232,51.433351,On or near Petrol Station,E01003346,Lewisham 026A,Investigation complete; no suspect identified
4f488aa033bcebea08f1deacd0549c6a385a2f1baf37ef650234c017b061cb53,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.315964,51.414672,On or near VINEYARD ROW,E01003839,Richmond upon Thames 022F,Investigation complete; no suspect identified
795499b4b47d23e5da6863428e65085084c1eb4ad2e45219d26a47b6e788318e,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.347594,51.438421,On or near SHAFTESBURY WAY,E01003885,Richmond upon Thames 016D,Investigation complete; no suspect identified
ce4022eed1386f1a163d7704ef9ea39ba8278b7dc22f57fb607ad9b1bfcf62a2,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.357591,51.440882,On or near AUGUSTA ROAD,E01003902,Richmond upon Thames 015E,Investigation complete; no suspect identified
f27c2fcb455961f38f6e189b6f11b304c0f47f7d803efe2ae57573c5fd90f1df,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.383003,51.422099,On or near COOMBE CRESCENT,E01003828,Richmond upon Thames 020A,Investigation complete; no suspect identified
20eb78a4c68ceb7725efea7683628f9f282957a58c85fe87b6fcced96e8afdfd,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.311385,51.42929,On or near SALAMANDER CLOSE,E01003006,Kingston upon Thames 001A,Investigation complete; no suspect identified
9b542a160d8b29f51513e96ed8ba6e8753b8ed06b4e95db9e31dfa4a202ebdad,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.252787,51.398514,On or near WALTON AVENUE,E01002985,Kingston upon Thames 007E,Investigation complete; no suspect identified
0e4ef7172be0fafbc9300e2e2b82c22ee945c7f779d75e2ecc95de30c196ff90,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.27846,51.387842,On or near MORESBY AVENUE,E01002917,Kingston upon Thames 014C,Investigation complete; no suspect identified
8d2e5b553b37d91c8af8910b0d556a2af889d6dcc3db17611f6d27f53899d1f4,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.294396,51.394486,On or near PARKLANDS,E01002921,Kingston upon Thames 011A,Investigation complete; no suspect identified
cd31ac8acb591503a12d5e86b9b311a5172572a93f4cb029bf851d4692edaebf,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.161024,51.439429,On or near EATONVILLE VILLAS,E01004547,Wandsworth 029C,Investigation complete; no suspect identified
b30047195aa2d2f2782e756e0eacbe66b1434b8a16384550122b81e1878ababa,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.145423,51.423527,On or near PRETORIA ROAD,E01004518,Wandsworth 036B,Investigation complete; no suspect identified
c39f8d5fff94244a2a7ad3123f8438e1cd75dc879827f32e64a8de51be2218b2,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.172437,51.423133,On or near WATERFALL TERRACE,E01004530,Wandsworth 035F,Investigation complete; no suspect identified
6c1c923d9eed8085efd06be16c41ea981bc683ddb6225757193dabf9f1289180,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.17391,51.477462,On or near BATTERSEA CHURCH ROAD,E01004583,Wandsworth 001D,Investigation complete; no suspect identified
e8ca02b9a6ef714a685e0dc558026b62ead0db14e86ad88b4e17d810d9878216,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.166262,51.423603,On or near HIMLEY ROAD,E01004526,Wandsworth 035B,Investigation complete; no suspect identified
0c210cc9001c7557ba7747ba33160cefc0922dcf65a90c766f154c2390a7ec3c,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.191566,51.527653,On or near Further/Higher Educational Building,E01004706,Westminster 006B,Investigation complete; no suspect identified
40b91af9f988cdfd2c3aca17f5395d80f09774950312e150ad1814e51d34e473,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.14511,51.512908,On or near NEW BOND STREET,E01033595,Westminster 013E,Investigation complete; no suspect identified
ffb11baca08d726ce904eeaff20406f1ef81eed6cf196f9c32b1697e70dbaa64,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.140427,51.499426,On or near Conference/Exhibition Centre,E01004736,Westminster 018C,Investigation complete; no suspect identified
221bb25f89ff2a9ecc2214082a51a6bae8d9f8e4593b29c5c078e2ca34be28e7,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.192375,51.518888,On or near ELSIE LANE COURT,E01033607,Westminster 014G,Investigation complete; no suspect identified
84734038eeefd34f121009bda7f50779ad0d4a96c78ae8bc5df2e0e453467142,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.278354,51.612047,On or near GARDEN CITY,E01000194,Barnet 018C,Investigation complete; no suspect identified
635a376d40b85faced6cbad2a9dfca30adbd88cf0e006839974699ac5a2ac12d,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.182612,51.475178,On or near HARBOUR AVENUE,E01001939,Hammersmith and Fulham 023C,Suspect charged
21806b26480c4ed93dcff45e6a98257938f60b7dae2d7510cfdf95edb2acce98,2020-06,Metropolitan Police Service,Metropolitan Police Service,-0.051835,51.612166,On or near LEOPOLD ROAD,E01001559,Enfield 033F,Investigation complete; no suspect identified
cf478fcac3bc21b615ac472ab0c1a43f27ad83f2f1f000390f31ca1287d7b9fd,2020-06,Metropolitan Police Service,Metropolitan Police Service,0.002493,51.558771,On or near PLANTAIN GARDENS,E01004340,Waltham Forest 027E,Investigation complete; no suspect identified
