Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
97c78822ddeccafd79b1b480691afcbd33eed2805cbedeeb60570ef24a0bf54d,2021-02,Metropolitan Police Service,Metropolitan Police Service,,,No location,,,Investigation complete; no suspect identified
c702c854552f94b3784d40c79c261e2ca80ab3cf0ed67ac734ad0a3602d12801,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.151014,51.607637,On or near LARCH CLOSE,E01000164,Barnet 022D,Investigation complete; no suspect identified
5d0fc9f847fd7a652b86b27fd5d25b7d8e7406ec1445000c6f6de45183af79ba,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.249699,51.595518,On or near Parking Area,E01000155,Barnet 030D,Investigation complete; no suspect identified
ce1fde71c10bd065f4b10f523d4398d9c3f73e00c29b6424efcbcae56b6cfbf0,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.203168,51.576426,On or near GLOUCESTER GARDENS,E01000216,Barnet 035E,Investigation complete; no suspect identified
be3a77929939d82cb0e43f9c99f400699cfb62f93b91c046522703290d3ef3fb,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.199213,51.583388,On or near Shopping Area,E01000211,Barnet 035C,Investigation complete; no suspect identified
83d48f9e516d18627561f74f30763555d0a4a5ef98bf9d1cd1c54061728719fe,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.248618,51.584199,On or near KINGSBURY ROAD,E01000513,Brent 002A,Investigation complete; no suspect identified
db475805d4ea60082fbcc52bb7a74739651ad19fe5abfce169cc7e9484f6910f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.20137,51.579941,On or near ST GEORGE'S ROAD,E01000216,Barnet 035E,Investigation complete; no suspect identified
515c5519529cbaa01fde35c6a8eaf2dccb2493e1728fd6a35ee48b3d54721876,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.162884,51.61339,On or near PETWORTH ROAD,E01000324,Barnet 015F,Investigation complete; no suspect identified
a1d1de06e3007ade8098ec964876935339043dca3c659eee1f5b73fae317c64d,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.273373,51.606677,On or near SYMPHONY CLOSE,E01000125,Barnet 024A,Investigation complete; no suspect identified
ba76b1c8f7c9bed13e6060080b61e4015bc9f7805d44e6d125e1f42eed2a7efe,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.130788,51.537113,On or near GRANARY STREET,E01000958,Camden 019D,Investigation complete; no suspect identified
7995df1701d8085671d91b1b7593cf4d7906c93d01c990768a727bb89fce8113,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.15318,51.541415,On or near DUMPTON PLACE,E01000859,Camden 018C,Investigation complete; no suspect identified
e0ef03158fd085c7b92f1450d030065df9b7544aee2d7896b4632162579e4339,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.206761,51.5515,On or near FORDWYCH ROAD,E01000872,Camden 005B,Investigation complete; no suspect identified
e336ed9c19588a057c51d51a4e07dc75a15f7148760fe4ef53461a45dc72e9e8,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.190128,51.550093,On or near FAWLEY ROAD,E01000969,Camden 010A,Investigation complete; no suspect identified
8f2f71cf27bf8fba4780b5e9abd04b0f8ca02cef0c3430d5d1466eef0e799f0b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.117294,51.524452,On or near DOUGHTY STREET,E01000936,Camden 024A,Investigation complete; no suspect identified
5b094c806dcf4084e33338d7b9250a44cfe07e04d0565ab191e1f46c927952b5,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.086858,51.601564,On or near WALTHEOF GARDENS,E01002096,Haringey 005C,Investigation complete; no suspect identified
02b3df169e70274dcd0cab49157134b67e5d1bef7c718bf3a4ab9531518445b2,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.09071,51.60544,On or near DAUBENEY ROAD,E01002093,Haringey 005B,Investigation complete; no suspect identified
163219409403f64fe328792652f58b4d51b66988bc3a93cbd530eb7c21ed1b11,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.123941,51.583324,On or near PALACE ROAD,E01002015,Haringey 020C,Investigation complete; no suspect identified
4ba54678a95286756e563495c006ff863bce76bcdb148e74d83188d01dae1f54,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.090093,51.544074,On or near Supermarket,E01002716,Islington 014A,Investigation complete; no suspect identified
438e44a773c432eb1ef14a935203510c1a101729320c07c6698b716c7f202eb0,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.144485,51.398737,On or near COMMONSIDE EAST,E01003435,Merton 014E,Investigation complete; no suspect identified
a9237e500ab9dab4aeb2665d1282be8d1284af58f6cf3df0d6d67a99e3f51b26,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.128101,51.400734,On or near HUNTINGDON CLOSE,E01003430,Merton 019B,Investigation complete; no suspect identified
b52aeb6cf5287b40cc1b905a4123b93495993eea316cd7c979e3aaa89aee9662,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.211631,51.410995,On or near RICHMOND AVENUE,E01003423,Merton 011E,Investigation complete; no suspect identified
29ce808b72487165c613a8d7de22736fb6375c50a5c30bb54a3aca8a03ffd2cf,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.19253,51.440647,On or near HASLEMERE AVENUE,E01003478,Merton 001E,Investigation complete; no suspect identified
0706cf5b4f8b79871eb2c96179968a155176d324262422e5a1224841dbc1ae0b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.22392,51.417081,On or near THAXTED PLACE,E01003442,Merton 010A,Investigation complete; no suspect identified
f402d31b87b04a7a54b205850972d23078c5392762b39e3c52383c2118050a00,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.124867,51.441491,On or near STREATHAM HILL,E01003131,Lambeth 026B,Investigation complete; no suspect identified
0259be010b892dbbef0a144a9d541f57b7aabf16d8fdc30914f935b6f0a6ee7c,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.096455,51.434729,On or near ROBSON ROAD,E01003066,Lambeth 028B,Investigation complete; no suspect identified
d5d4c1c761edc700f6d1054813aa27494efb77faea94337f441a0fbd846a6fd7,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.125538,51.457769,On or near STRATHLEVEN ROAD,E01003019,Lambeth 015A,Investigation complete; no suspect identified
5a03f36074309edcc5099797d144576e0f8dff649ede9f193edc3e56b4148253,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.116298,51.482207,On or near ASHMOLE STREET,E01033207,Lambeth 004F,Investigation complete; no suspect identified
b9ceb6dfbde204600f8c360116a099db74a394548f24611f26d98304ea965abe,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.121225,51.458689,On or near SUDBOURNE ROAD,E01003020,Lambeth 016A,Investigation complete; no suspect identified
9323df1dfec89ff5e0b228e9937f07fd7515b26ac911d214a9b745a45cf9bc87,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.121225,51.458689,On or near SUDBOURNE ROAD,E01003020,Lambeth 016A,Investigation complete; no suspect identified
4602bb6e3a5aa326acffceb129090bc9ce736c2e54a8d9a25e0e4069ae8b945f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.131562,51.424826,On or near Theatre/Concert Hall,E01003114,Lambeth 032B,Investigation complete; no suspect identified
4602bb6e3a5aa326acffceb129090bc9ce736c2e54a8d9a25e0e4069ae8b945f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.131562,51.424826,On or near Theatre/Concert Hall,E01003114,Lambeth 032B,Investigation complete; no suspect identified
83da0a95fd7aa651e0edc0e8a6bfb7785b03fc206093676f8de31d93177a3459,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.26878,51.601754,On or near BURNT OAK BROADWAY,E01000129,Barnet 024D,Investigation complete; no suspect identified
ba89dc96c82e5b688d7333cf0aa040f90a4497d8420e56955212c7854b4f52ef,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.332471,51.586049,On or near DOMINION PARADE,E01002130,Harrow 020B,Investigation complete; no suspect identified
ba89dc96c82e5b688d7333cf0aa040f90a4497d8420e56955212c7854b4f52ef,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.332471,51.586049,On or near DOMINION PARADE,E01002130,Harrow 020B,Investigation complete; no suspect identified
55d15b65286db656e1cd88da631c25b510826dbbaa28e64d61525611b9cabe5d,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.256655,51.537891,On or near Pedestrian Subway,E01000600,Brent 027E,Investigation complete; no suspect identified
eccf4c871990eb03b095fc5bf7cb206a01ee891279e2647b63256d9e7e85674b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.296554,51.544457,On or near STANLEY CLOSE,E01000473,Brent 029B,Investigation complete; no suspect identified
62fce16bb8f1c87ba95b8e35956eed57a4ab8a0c7683845b264a23faf0be062f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.257379,51.53819,On or near WINCHELSEA ROAD,E01000600,Brent 027E,Investigation complete; no suspect identified
293a7c52c0902b02d580c9d35ad0099f90f58aa475b97cabd3badf45cea0f119,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.199683,51.533506,On or near NEVILLE ROAD,E01000551,Brent 034C,Investigation complete; no suspect identified
1f0ec9d139e7f38bb018bf48a746a3d7da29268f2ae94abd846811471bb83adb,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.286466,51.391673,On or near PINE GARDENS,E01002924,Kingston upon Thames 014E,Investigation complete; no suspect identified
a00dd4347ecfe51fb884180bde3351b300afa49e093b23789d8761d49da363d3,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.21347,51.439071,On or near FRIMLEY CLOSE,E01004637,Wandsworth 028E,Investigation complete; no suspect identified
cadc42917fce2b98b8f176bf635c44f5b24e85bb207ef6d987eab79aad748dbc,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.220674,51.466949,On or near HENRY JACKSON ROAD,E01004608,Wandsworth 006E,Investigation complete; no suspect identified
a625ca476b6ac555fe668b14db63851e4b87922e2cb23a254e692815361a95a3,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.207461,51.444446,On or near Supermarket,E01004629,Wandsworth 020F,Investigation complete; no suspect identified
d8491b07c5e4f115b01fa330b4d94a05881fa9fc2f434310edda79eed072759e,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.190127,51.459953,On or near MORIE STREET,E01004509,Wandsworth 010A,Investigation complete; no suspect identified
560cfd4b0ce6c44444223536b05a855dd566a62dbe012e302b457a8d4abb3145,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.141952,51.478938,On or near SAVONA STREET,E01033132,Wandsworth 002H,Investigation complete; no suspect identified
5d7c50dc0c17299a71fba53a3c063c8e14dfe55bcc778129826d326769fb3fd3,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.207839,51.442519,On or near KINGSCLIFFE GARDENS,E01004632,Wandsworth 028A,Investigation complete; no suspect identified
ff5ca64d8ef02bdfc3ac57e3f57644c7c11d9c3f54d94b8d207c6ec30cf3b557,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.161709,51.448171,On or near LEACROFT AVENUE,E01004550,Wandsworth 017D,Investigation complete; no suspect identified
95f4c6195b4e74f8e559780f8a4d6de00392ce6346ab076f5fa79e1d5d1bf00b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.194469,51.445488,On or near Sports/Recreation Area,E01004595,Wandsworth 025B,Investigation complete; no suspect identified
307b15ffa2909aead044b781c11c34e1e4b4135b7948a912d526145e3c0095a6,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.213048,51.44473,On or near AUGUSTUS ROAD,E01004635,Wandsworth 028C,Investigation complete; no suspect identified
08f88bf9a67264da3c1092784cf6a88e97d6a4f7953ccb7f66fcf9a8f3a838fc,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.153355,51.512876,On or near NORTH AUDLEY STREET,E01004762,Westminster 011E,Investigation complete; no suspect identified
9950caf64aeab54244344d962e42f70f62a1a6a50dd8b30e75177a466450f2f9,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.141448,51.489218,On or near GLOUCESTER STREET,E01004753,Westminster 022E,Investigation complete; no suspect identified
bcc3208a66199652deb740dfaf706c9332fe9836cf7e2df21c65de0a31f8b94a,2021-02,Metropolitan Police Service,Metropolitan Police Service,0.132395,51.57087,On or near Supermarket,E01000113,Barking and Dagenham 002F,Investigation complete; no suspect identified
e23747cf7b98bc8f661925f57ea2ce2160dae7aec9f4fbc23465695a49e11919,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.250678,51.501958,On or near AYLMER ROAD,E01001859,Hammersmith and Fulham 008A,Investigation complete; no suspect identified
54c11b4ba1d9fde70224d6da5d6f2a277693043c1970caa8e5f58c0137fd4c82,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.303115,51.453702,On or near Ferry Terminal,E01003821,Richmond upon Thames 008A,Investigation complete; no suspect identified
28790134213fb0c573f76a7231e7a3b79ec1cbef4e1cb7cc6ab81000e4b05866,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.385289,51.449485,On or near CARISBROOKE CLOSE,E01003843,Richmond upon Thames 013D,Investigation complete; no suspect identified
463b4f7f437db1139295803570d806bef0ade82005c4be575d8a7b5f51e90f92,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.329209,51.453322,On or near COLE ROAD,E01003869,Richmond upon Thames 011B,Investigation complete; no suspect identified
1021179731fdf8aba5377a7900d7e40d0b8267ab326eea697d82086b860c8326,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.300909,51.489442,On or near HOPE CLOSE,E01002568,Hounslow 003D,Investigation complete; no suspect identified
6d12f2d6753dba620ff714830b9fd0e2dcdf18b098101e22f0d30e12f7cdcfbc,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.300415,51.484921,On or near GOAT WHARF,E01033081,Hounslow 003F,Suspect charged
6d12f2d6753dba620ff714830b9fd0e2dcdf18b098101e22f0d30e12f7cdcfbc,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.300415,51.484921,On or near GOAT WHARF,E01033081,Hounslow 003F,Suspect charged
ebf8ab631ce77b03954193ed1b4d9edbb4c241d2550f357ff9bfd418df1b8646,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.346893,51.458213,On or near CONSORT MEWS,E01002656,Hounslow 019D,Investigation complete; no suspect identified
ba7a0fccdfe0c07273f81d411a4c33a668afc070079f08e85fd44ffd80a5f198,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.099694,51.611979,On or near PANTILES CLOSE,E01001395,Enfield 035B,Investigation complete; no suspect identified
60d626757c0dd75837edce4359a5d6fc94ff9a54cf4b1c76e40f4a1026a4a458,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.015956,51.579066,On or near PENDLESTONE ROAD,E01004406,Waltham Forest 016A,Investigation complete; no suspect identified
89f0ca3f7b08bf51bd1a64ca977831d1ff663be77c8a71b60e250a2a5570b0e2,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.019814,51.589904,On or near GAYWOOD ROAD,E01004460,Waltham Forest 011D,Investigation complete; no suspect identified
2fbbf9fa750816b6d9fc37bc0089a49de8c7c72c1b9765f1a842f8a02c070dab,2021-02,Metropolitan Police Service,Metropolitan Police Service,0.188338,51.532574,On or near OLIVER ROAD,E01002373,Havering 027D,Investigation complete; no suspect identified
b66f736f20ef2ba102f07ce9b50ae4717553f823887292e9f4a192e45a5fe674,2021-02,Metropolitan Police Service,Metropolitan Police Service,0.238123,51.597445,On or near FIRHAM PARK AVENUE,E01002298,Havering 007D,Investigation complete; no suspect identified
14fc2bca297b4f862ee70e4d0d6c1e65cac5934ddbeb8ce7997c1240b28fae38,2021-02,Metropolitan Police Service,Metropolitan Police Service,0.081924,51.569142,On or near PERTH TERRACE,E01003755,Redbridge 023B,Investigation complete; no suspect identified
68cf76b341606b2ce56af7b1ffc5b38ab4f7a64edf89874f43c21dcad59c5ad5,2021-02,Metropolitan Police Service,Metropolitan Police Service,0.071236,51.563198,On or near GRANVILLE ROAD,E01003781,Redbridge 026A,Investigation complete; no suspect identified
ad6c6c09e396431e179f636379fbf5405f00275a16628d85a04c92273443f397,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.06,51.519525,On or near Supermarket,E01004208,Tower Hamlets 013C,Investigation complete; no suspect identified
f09054667f359823d5aa287e966c16d8ce11f56e64b2178a3662ce46f3e87694,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.036386,51.516596,On or near GALSWORTHY AVENUE,E01004286,Tower Hamlets 019C,Investigation complete; no suspect identified
730c700a6f8b6babd32fa9cecf673b57a3dc081ead2e31fe45f28f0a0e8159f2,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.02166,51.51982,On or near TIDEY STREET,E01004242,Tower Hamlets 012C,Investigation complete; no suspect identified
0d39e93ff0e683f9eab384d2bf58f22ba88194831489fc6e590275b7d780b6cd,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.07323,51.510004,On or near MANSELL STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
0d39e93ff0e683f9eab384d2bf58f22ba88194831489fc6e590275b7d780b6cd,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.07323,51.510004,On or near MANSELL STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
0d39e93ff0e683f9eab384d2bf58f22ba88194831489fc6e590275b7d780b6cd,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.07323,51.510004,On or near MANSELL STREET,E01000005,City of London 001E,Investigation complete; no suspect identified
6cd76a725e85418758c25d2ed9b1864a2acb0cf2ec45901c1105510457019246,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.035711,51.519867,On or near COPPERFIELD ROAD,E01004270,Tower Hamlets 014B,Investigation complete; no suspect identified
a65ad4fb2f1a4e6a8113bbdf00a7746ca7e8bfadfa76182480f25720e1fa8c70,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.039903,51.58838,On or near BLACKHORSE LANE,E01004461,Waltham Forest 014E,Investigation complete; no suspect identified
c7d20fc39a5ab1ba7afbe946265fb9e8ab21d7481cdcbeeef87252cebd7319ba,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.085578,51.37725,On or near LEBANON ROAD,E01000979,Croydon 022E,Investigation complete; no suspect identified
4b2c1a589688c06a9c162cf9f9b2b2f29c0aa929044d1276e20e358c18f494a8,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.081593,51.40142,On or near DIXON ROAD,E01001139,Croydon 007B,Investigation complete; no suspect identified
1e0b06a10a5435a5a13820a7f0fca06dcb638a5dd45e961ad00823ea0d0291f6,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.113635,51.358874,On or near BURGOS CLOSE,E01001172,Croydon 028D,Investigation complete; no suspect identified
41aac34aa172b2a6803b16e8c1c3a5568119f9e76416d6497c856a75f09af421,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.133951,51.32902,On or near SMITHAM DOWNS ROAD,E01001030,Croydon 038C,Investigation complete; no suspect identified
c1ba7eb0f3ee46c2dc0d0e2f8091f0800df4870088e7f1bf0987b7908ff37262,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.036712,51.395623,On or near Sports/Recreation Area,E01000774,Bromley 041D,Investigation complete; no suspect identified
a786eea08890c7aa34fa2a9c4a64063670e6f02afffba55bc42912f5a4fd25ae,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.036712,51.395623,On or near Sports/Recreation Area,E01000774,Bromley 041D,Investigation complete; no suspect identified
8d7e55eafa918ba927fd59820027f40bd5e9f0eff130039b7aa4319d01d162e4,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.016733,51.412499,On or near FOXGROVE ROAD,E01000713,Bromley 012B,Investigation complete; no suspect identified
630d3d42d9ad2cb0550310f342f3525bb9390ace5187ea0627253852428b46d8,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.012409,51.465105,On or near STATION ROAD,E01003296,Lewisham 012E,Investigation complete; no suspect identified
eb2604565eaded8a175e6f4576ad1cc1d31994438d75438abcbce9ef6b8bf32f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.012624,51.451206,On or near MOUNT PLEASANT ROAD,E01003293,Lewisham 017B,Investigation complete; no suspect identified
5f1d0e487f95c62fde1fa36bf4403c1f10827b0c87e5943b25d0b862c6f2657b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.047509,51.482979,On or near MYERS LANE,E01003297,Lewisham 003A,Investigation complete; no suspect identified
1a2ec9389a39c3396d9da6816b756ca3f0bfd6098d6af95b224b96115a3ed45f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.059867,51.496187,On or near GATAKER STREET,E01004034,Southwark 007D,Investigation complete; no suspect identified
61b09142df4f1de61437cfe1e394cbeccec80cccb3ec81e83879aca2445afd84,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.096591,51.452932,On or near HALF MOON LANE,E01004074,Southwark 031D,Investigation complete; no suspect identified
ccbfdfbb47a1dded22c5cc601c09ba50ab90ff0ea194058216d741bf14615c27,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.10501,51.435911,On or near Supermarket,E01003079,Lambeth 027A,Investigation complete; no suspect identified
ccbfdfbb47a1dded22c5cc601c09ba50ab90ff0ea194058216d741bf14615c27,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.10501,51.435911,On or near Supermarket,E01003079,Lambeth 027A,Investigation complete; no suspect identified
ccbfdfbb47a1dded22c5cc601c09ba50ab90ff0ea194058216d741bf14615c27,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.10501,51.435911,On or near Supermarket,E01003079,Lambeth 027A,Investigation complete; no suspect identified
bee01d94043eae46bfa84b10222cb8f69eb87bac9cb668ac9eb0c13a60c2d38c,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.088582,51.525066,On or near MALLOW STREET,E01002704,Islington 023D,Investigation complete; no suspect identified
0e0e227ffcb143190583b26e39823dc1e4dae0f668a4fa07fdb032c12ce3b31b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.096229,51.561188,On or near MOUNTGROVE ROAD,E01002742,Islington 006A,Investigation complete; no suspect identified
4c3a50b9048c580db0f2b10088e39389faf74fa59ab6d6495ee058651949898e,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.147088,51.607234,On or near STRODE CLOSE,E01000163,Barnet 022C,Investigation complete; no suspect identified
6e7f4f1d4e3d6f0253d0c1a393883c3c05c9660b895c4588dd28daacec172afe,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.227188,51.582978,On or near VIVIAN AVENUE,E01000237,Barnet 032A,Investigation complete; no suspect identified
4509b966e4745f239dfb5253cb1b7761acfa50bb0f17ed3d05e7b5a69fa1ad63,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.195613,51.594816,On or near MOUNTFIELD ROAD,E01000202,Barnet 028D,Investigation complete; no suspect identified
8ec1a3a2effa1e8dd1b5445a69f0ca1096047f51eb29630317996da8c62a7254,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.200015,51.583544,On or near Supermarket,E01000211,Barnet 035C,Suspect charged
8ec1a3a2effa1e8dd1b5445a69f0ca1096047f51eb29630317996da8c62a7254,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.200015,51.583544,On or near Supermarket,E01000211,Barnet 035C,Suspect charged
8ec1a3a2effa1e8dd1b5445a69f0ca1096047f51eb29630317996da8c62a7254,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.200015,51.583544,On or near Supermarket,E01000211,Barnet 035C,Suspect charged
8ec1a3a2effa1e8dd1b5445a69f0ca1096047f51eb29630317996da8c62a7254,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.200015,51.583544,On or near Supermarket,E01000211,Barnet 035C,Suspect charged
3a3446a7f7c51076390504492d7bd959dccf36150f8c2b2a56e1556405707a7a,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.145977,51.540169,On or near JAMESTOWN ROAD,E01000862,Camden 018E,Investigation complete; no suspect identified
bbcdabe15ce6078e083178b70064225c967cf6eb1a3909073d5a442efa45986f,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.154092,51.54348,On or near REGENT'S PARK ROAD,E01000858,Camden 018B,Investigation complete; no suspect identified
0b014293daba58bd3decea55184a75651d2dfd0680cb7d614bf908965488cdfb,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.363994,51.574066,On or near STRONGBRIDGE CLOSE,E01002241,Harrow 025D,Investigation complete; no suspect identified
8fecebb74d2f2b6ede8ce8b38a302efe22d7b28cfb2daf7eeea47b887f5b7d3d,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.33706,51.597957,On or near HIGH STREET,E01002233,Harrow 011B,Investigation complete; no suspect identified
51189b4e94b590ede427b66fa53faf0747e632d8dbff339c8433761c6af0ff4d,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.329785,51.601442,On or near BISHOP KEN ROAD,E01002231,Harrow 013E,Investigation complete; no suspect identified
51189b4e94b590ede427b66fa53faf0747e632d8dbff339c8433761c6af0ff4d,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.329785,51.601442,On or near BISHOP KEN ROAD,E01002231,Harrow 013E,Investigation complete; no suspect identified
6a137831e03bc8508f2667f35a43df6ddc3aa34b73380cef947d364588f58dd0,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.286149,51.605246,On or near MERLIN CRESCENT,E01002120,Harrow 007B,Investigation complete; no suspect identified
3e71312c7edff8b55c2588a8467a0c0a2e31ccbc304cedde1c94a68a5cd9934e,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.28729,51.553431,On or near HARROW ROAD,E01000636,Brent 020E,Investigation complete; no suspect identified
0c9e15fde80f767812a7024ad843cfec50995061354281809a458cb69fad3c5c,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.076957,51.585054,On or near WINNS MEWS,E01002069,Haringey 024B,Investigation complete; no suspect identified
c83a54a2baf654ba2f874ce310e342b9960cb3e41ac3c4f0b836fc2460773fdf,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.124867,51.441491,On or near STREATHAM HILL,E01003131,Lambeth 026B,Investigation complete; no suspect identified
9262ea8aec3c7183c8a5a078d4b7fb6d30a6db03b566ac34e026c16adc403a88,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.106707,51.462709,On or near TILIA WALK,E01003051,Lambeth 018C,Investigation complete; no suspect identified
120f7811f70b2e2bb26e91025b21a15aa59bda0288ad3140bbbfaa7721497421,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.118963,51.500747,On or near WESTMINSTER BRIDGE ROAD,E01003013,Lambeth 036A,Investigation complete; no suspect identified
3d126a7af2c935ef96f6b31062adc09a7d7fd99484482d68b9ab90f1f2fd31de,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.105851,51.445142,On or near BELLO CLOSE,E01003169,Lambeth 025D,Investigation complete; no suspect identified
c1e24ff97e3ff588942b335edd529ce8214f511ace3da41a5208a3ce766a5d6d,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.107414,51.467208,On or near ANGELL ROAD,E01003049,Lambeth 011C,Investigation complete; no suspect identified
55d58e5e9c8117d97c8edb0b9e4d852329b0c4ebb63b7cc3b61e50c93db5748b,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.112326,51.44726,On or near PAPWORTH WAY,E01003172,Lambeth 024B,Investigation complete; no suspect identified
aae25b406fb0889bd901b0951051961c642aae983c720eccaf0ada4580c17416,2021-02,Metropolitan Police Service,Metropolitan Police Service,-0.412932,51.608764,On or near TOWNSEND WAY,E01002484,Hillingdon 002E,Investigation complete; no suspect identified
